S.No,Company Name,Industry,Country,Date of Attack,Type of Attack,Attack Vector,Data Type Compromised,Records Exposed,Financial Loss ($),Recovery Cost ($),Downtime (Days),Employees,Ransom Demanded?,Ransom Paid?,Detect Time (Days),Contain Time (Days),Attack Source,Reported?,Regulatory Penalty ($),Public Impact
1548,RoadRunner Logi,Logistics,India,2020-07-31,Phishing,USB Drive,Health Records,306232,3608077,735612,5,68979,Yes,Yes,1,10,External,No,875233,Act smile here national test trial late.
1549,EduFuture,Education,France,2023-03-20,Credential Theft,Cloud Misconfig,Customer Data,276448,3382799,51897,25,75674,Yes,Unknown,48,3,Internal,No,964946,Interview best structure answer not.
1550,AxisWealth,Finance,USA,2023-01-21,Ransomware,Email,Financial Data,887012,4479090,1974718,26,13824,No,No,75,19,Internal,Yes,511213,Country risk camera charge serious whatever.
1551,OpenCampus,Education,USA,2025-03-20,DDoS,Web App,User Credentials,845851,4156147,1549496,23,92025,No,Yes,25,24,External,Yes,95285,Make light how quickly commercial total bar.
1552,TechBloom,Tech,Singapore,2025-01-22,Ransomware,Web App,Customer Data,195385,3156373,1023871,23,99442,Yes,Unknown,4,1,External,Yes,956992,End wide us foot want traditional huge already.
1553,ShopEase,Retail,France,2023-03-18,Ransomware,Third-party Vendor,Health Records,63376,2908441,1430892,24,55002,No,Yes,44,20,Internal,Yes,552040,That worry theory sea specific do a.
1554,CodeVista,Tech,USA,2021-04-28,DDoS,Email,Customer Data,778561,1839179,1685495,9,29088,No,No,75,8,External,Yes,217863,Describe him cold maybe.
1555,SkillBridge,Education,Australia,2022-09-06,Data Breach,Web App,User Credentials,399324,3407391,534188,5,99716,No,Yes,19,22,External,Yes,962717,Fight open station west safe thing five.
1556,BrightMinds,Education,Germany,2021-11-28,Data Breach,Web App,Health Records,552836,891553,1449088,10,51369,Yes,No,15,12,External,No,537449,Professional option school set day.
1557,AxisWealth,Finance,France,2022-09-09,Credential Theft,Cloud Misconfig,User Credentials,962988,2903164,1995389,13,93754,Yes,No,43,28,Internal,Yes,960566,Cause record system campaign.
1558,TrustCapital,Finance,Singapore,2022-04-20,Credential Theft,Web App,Health Records,844682,2358908,336969,7,67888,No,No,100,8,External,Yes,460179,Policy walk wide lot simple care.
1559,NetLine,Telecom,Canada,2021-03-28,Malware,USB Drive,Customer Data,612742,2003120,1092920,22,2122,Yes,No,85,7,External,Yes,56067,Peace up lead discover life.
1560,OpenCampus,Education,Canada,2024-04-17,Phishing,Cloud Misconfig,User Credentials,870640,2810766,253298,21,92951,No,Unknown,98,25,External,Yes,378899,Early surface medical woman performance happen.
1561,FastMove,Logistics,France,2022-02-02,Data Breach,Email,Customer Data,164512,4322559,1457538,17,62559,No,Yes,80,10,Internal,No,723450,Reflect night lay age friend section ask.
1562,EduFuture,Education,Canada,2021-06-24,Data Breach,Phishing Link,Employee Records,457829,2771793,1905785,6,36038,Yes,Unknown,85,27,Internal,No,355482,Fish full body section.
1563,Learnify,Education,Brazil,2024-01-15,Data Breach,Third-party Vendor,Financial Data,884815,1418461,321825,6,39987,No,Yes,48,20,Internal,No,629923,Build most rate read.
1564,EnergyCore,Energy,Canada,2024-04-19,Ransomware,Web App,Employee Records,177704,4004425,421335,25,42928,Yes,Unknown,48,7,External,Yes,390192,This vote cost involve.
1565,FastMove,Logistics,Canada,2024-05-06,DDoS,Email,User Credentials,712333,2323186,828258,2,56228,No,Unknown,85,15,Internal,Yes,183883,Bank plan record record.
1566,CodeVista,Tech,USA,2020-09-02,Data Breach,Web App,Customer Data,525875,741218,531036,5,43421,No,Yes,25,29,Internal,No,3165,Group care explain region.
1567,TechBloom,Tech,Brazil,2024-02-14,Data Breach,USB Drive,Health Records,59242,3575239,859502,16,45510,No,Yes,24,26,Internal,No,776094,Walk write act federal.
1568,FastMove,Logistics,Australia,2021-06-30,Data Breach,USB Drive,Employee Records,123627,162613,251327,25,89184,No,No,43,20,Internal,No,830665,Art improve whom street design.
1569,AxisWealth,Finance,France,2022-02-21,Malware,Third-party Vendor,Health Records,156423,2852953,366126,13,83646,No,No,20,10,Internal,Yes,745893,Bank kind future oil instead.
1570,SkillBridge,Education,Australia,2024-11-22,Phishing,Cloud Misconfig,User Credentials,573616,4780228,327550,21,21702,Yes,Yes,23,4,External,No,409161,Modern develop expert day standard successful realize.
1571,ShopEase,Retail,India,2021-09-03,Credential Theft,Email,User Credentials,393535,4924416,1779438,22,76814,Yes,Unknown,80,2,External,Yes,826345,Somebody college nice realize.
1572,MegaMart,Retail,Germany,2025-05-22,Credential Theft,USB Drive,User Credentials,816218,2846237,414300,17,70171,Yes,Unknown,58,20,External,No,962670,Sort discover value car peace their whom.
1573,TechBloom,Tech,Japan,2024-10-07,Credential Theft,Cloud Misconfig,Customer Data,126597,3698080,383129,14,37019,Yes,Unknown,75,10,External,No,730743,Sure white public college.
1574,HealTech,Healthcare,Germany,2025-05-30,Ransomware,Third-party Vendor,Health Records,140844,2752310,1190240,14,63261,Yes,No,66,19,Internal,Yes,113668,Food other day only rich success station.
1575,ConnectNow,Telecom,France,2023-07-31,Ransomware,Cloud Misconfig,Customer Data,267854,1889343,1134107,15,94579,Yes,Yes,53,9,External,Yes,367292,However rock buy baby my though.
1576,MegaMart,Retail,India,2025-02-27,Ransomware,Email,Financial Data,885504,4988231,630838,25,29333,Yes,Unknown,78,4,External,Yes,522770,Possible thought than machine.
1577,TrustCapital,Finance,India,2023-01-08,Malware,Cloud Misconfig,Customer Data,123556,2827638,558732,14,41249,No,Yes,32,7,Internal,Yes,239057,Age end individual southern.
1578,TrackSwift,Logistics,Canada,2025-04-02,Ransomware,Email,Health Records,353503,397639,283182,4,5219,No,No,90,9,External,No,259314,Well each ground station.
1579,TrackSwift,Logistics,India,2021-11-29,Phishing,Web App,Employee Records,216873,4875989,1842021,2,56789,No,No,43,8,Internal,No,733808,General little election kid cost without alone.
1580,CargoXpress,Logistics,India,2021-12-11,Ransomware,Phishing Link,Employee Records,47161,941460,22016,1,5924,No,Yes,5,25,External,Yes,636938,Art international mention red include become.
1581,ShopEase,Retail,India,2023-04-19,Malware,USB Drive,Health Records,576920,4085324,1627327,27,45524,No,Yes,68,7,External,Yes,976860,Decade conference discover occur against.
1582,BioGenix,Healthcare,Japan,2024-07-02,Malware,Email,Customer Data,62211,1954498,1740411,4,21176,Yes,Yes,9,13,External,No,669849,Former design large it public important.
1583,TrustCapital,Finance,Brazil,2020-07-30,DDoS,Email,Financial Data,808489,3330267,1499828,14,65000,No,No,99,29,Internal,Yes,404066,Than pick plant deep structure key.
1584,BrightMinds,Education,UK,2025-01-26,DDoS,Third-party Vendor,Employee Records,230148,4750237,1354912,18,82654,No,Yes,16,6,Internal,No,661686,Military news age scientist group worry throughout.
1585,HealTech,Healthcare,Germany,2024-08-25,Data Breach,Third-party Vendor,Health Records,922297,80335,334299,6,35767,No,No,93,2,Internal,No,813786,Media already ball recently theory.
1586,TechBloom,Tech,Brazil,2024-08-05,DDoS,Phishing Link,Employee Records,357604,4983546,1514442,26,46450,No,Unknown,57,25,External,Yes,523166,Center available within rate win local.
1587,Learnify,Education,Canada,2023-07-21,DDoS,Web App,Customer Data,682915,2946777,1652203,7,3086,No,No,50,12,Internal,No,303279,Fly idea together start project property.
1588,FastMove,Logistics,Canada,2023-02-01,Data Breach,Email,Employee Records,591759,2558524,1836343,23,27407,Yes,Unknown,95,28,External,Yes,988515,Behavior technology race phone respond public plan majority.
1589,CodeVista,Tech,Germany,2024-02-09,Malware,USB Drive,Health Records,970409,72461,759049,26,49416,No,Yes,67,12,Internal,No,165123,Space pressure individual position.
1590,TechBloom,Tech,France,2021-12-07,Data Breach,USB Drive,Health Records,78073,1280502,637902,29,70935,No,No,41,6,External,No,156318,Forward if best participant audience station necessary have.
1591,CodeVista,Tech,USA,2022-03-30,Credential Theft,Web App,Customer Data,941159,1674878,652923,7,7975,No,Unknown,33,27,External,No,615766,From pattern single place capital wear wish prevent.
1592,EduFuture,Education,Australia,2021-06-27,Ransomware,USB Drive,Health Records,453400,1246823,1360771,17,90341,Yes,Unknown,14,25,External,No,792386,Group listen today hard between exactly stage.
1593,TrustCapital,Finance,Singapore,2022-04-29,DDoS,Cloud Misconfig,Customer Data,688895,2528284,343863,19,56070,No,Yes,80,2,Internal,No,122526,War focus agree local school reality just.
1594,TrustCapital,Finance,India,2021-04-25,DDoS,Email,User Credentials,425996,936646,1731898,14,66357,Yes,No,82,25,Internal,Yes,626389,Radio health help many.
1595,EnergyCore,Energy,Australia,2022-03-10,Phishing,Third-party Vendor,Employee Records,227375,100090,84009,5,10976,No,Unknown,33,24,External,Yes,495472,Person big agreement paper now development item.
1596,BioGenix,Healthcare,UK,2023-11-19,DDoS,Cloud Misconfig,User Credentials,745325,3656047,435349,1,42819,No,Unknown,78,4,Internal,No,409283,Gas seat born step it campaign out.
1597,AxisWealth,Finance,Brazil,2024-05-31,Credential Theft,Phishing Link,Health Records,63603,668114,1594008,10,46040,No,Yes,36,26,Internal,No,438037,Today final but record give involve simple.
1598,NovaBank,Finance,Canada,2025-05-17,Credential Theft,Email,Health Records,806536,3593927,521615,24,20207,No,Unknown,19,20,External,No,321529,Technology bad avoid affect.
1599,MediTech Global,Healthcare,India,2024-06-07,Data Breach,Cloud Misconfig,Employee Records,630179,2447856,507248,18,50077,No,Yes,30,16,External,Yes,356427,Majority fall your herself true tax heart.
1600,TrackSwift,Logistics,Germany,2025-04-12,Data Breach,Web App,User Credentials,755270,2411169,1147826,9,59926,No,Unknown,79,12,External,No,311583,Seek wind seek relate me must statement.
1601,NetLine,Telecom,Brazil,2021-05-04,DDoS,Third-party Vendor,Financial Data,658435,3885523,401703,27,11428,No,Unknown,2,7,External,No,463911,Class federal accept have democratic structure.
1602,ShopEase,Retail,Japan,2024-06-10,Phishing,USB Drive,Employee Records,391206,2744574,1431772,16,58838,Yes,Yes,95,5,Internal,Yes,745982,Movie bag ever be describe campaign.
1603,EnergyCore,Energy,UK,2021-08-23,Ransomware,Email,Customer Data,896836,4256846,214229,21,42819,No,Yes,20,24,Internal,No,377807,Station decision protect lead national understand.
1604,RoadRunner Logi,Logistics,Canada,2021-06-18,Ransomware,Third-party Vendor,Financial Data,968821,890523,350028,21,50359,Yes,Unknown,28,19,Internal,No,109152,Away he accept discover name well artist.
1605,TechBloom,Tech,UK,2024-08-31,Phishing,Web App,Financial Data,121659,1803508,1945624,2,82920,No,No,9,28,Internal,No,26569,Culture blood information station morning nor account.
1606,TrackSwift,Logistics,Canada,2020-09-11,DDoS,Phishing Link,User Credentials,617303,3565729,1372460,25,11780,No,Unknown,15,1,External,No,98332,Ready rather student side would Congress pass.
1607,EnergyCore,Energy,UK,2021-07-17,Credential Theft,Phishing Link,Customer Data,37446,957359,459839,11,56612,Yes,Yes,91,16,External,Yes,638926,Pull bar recently alone product single.
1608,CargoXpress,Logistics,France,2021-11-16,Phishing,Email,Financial Data,532958,3611691,279484,11,2481,Yes,Yes,54,30,Internal,Yes,10277,View study do member matter.
1609,TechBloom,Tech,Germany,2021-01-08,Data Breach,USB Drive,User Credentials,961652,3202339,1964856,5,4540,No,Unknown,55,16,Internal,No,97463,Customer degree indeed answer.
1610,NetLine,Telecom,Germany,2022-08-26,DDoS,Phishing Link,User Credentials,386159,4176771,804018,8,57239,Yes,No,83,25,External,Yes,576418,Everything road white baby law.
1611,NovaBank,Finance,Germany,2025-02-01,Phishing,USB Drive,User Credentials,682445,3341220,138635,25,50806,No,Yes,44,15,External,No,896445,Firm number hear.
1612,CodeVista,Tech,Germany,2020-12-17,Ransomware,Email,Financial Data,230207,1151441,1725690,1,3740,No,Yes,65,27,External,No,905011,Property parent result thought production scene some.
1613,LifeSure Health,Healthcare,France,2025-02-27,Ransomware,Phishing Link,Financial Data,182320,1073137,95964,9,48774,No,No,71,23,Internal,No,916751,Budget lawyer argue my PM word activity.
1614,LifeSure Health,Healthcare,Australia,2020-10-06,Phishing,Phishing Link,Financial Data,999849,2424220,1316671,29,62020,No,Yes,8,28,External,Yes,932767,Until son need type.
1615,ShopEase,Retail,France,2021-05-04,Data Breach,Phishing Link,User Credentials,769361,488089,104100,23,44324,No,Yes,23,3,External,No,65534,Ready side allow model recent family.
1616,EnergyCore,Energy,Japan,2021-02-25,Phishing,Third-party Vendor,Financial Data,25179,4388960,597252,21,3435,No,Yes,2,5,External,No,769557,Home low since those within.
1617,LifeSure Health,Healthcare,Australia,2025-04-11,Credential Theft,Phishing Link,User Credentials,68893,2414624,130908,11,77483,No,No,38,26,Internal,Yes,383043,Relationship tonight style soldier specific learn tough within.
1618,NovaBank,Finance,Singapore,2022-02-21,Malware,Cloud Misconfig,Employee Records,192641,1764666,424582,12,10295,Yes,No,22,10,Internal,Yes,830060,Management movement shake air.
1619,NovaBank,Finance,Australia,2024-01-01,Malware,Third-party Vendor,User Credentials,392899,4742937,1406110,4,98018,Yes,Unknown,60,28,Internal,No,264326,Concern eye technology stay different home beyond sport.
1620,OpenCampus,Education,Australia,2020-11-26,DDoS,Phishing Link,Employee Records,815056,901631,1154751,10,91093,Yes,No,48,16,External,No,781140,This majority explain use need.
1621,TrustCapital,Finance,India,2022-03-22,Data Breach,USB Drive,User Credentials,259282,1979589,106594,15,64626,No,Yes,12,27,Internal,No,560932,Knowledge sign represent mother investment style who.
1622,CargoXpress,Logistics,Australia,2023-09-29,Ransomware,Cloud Misconfig,Health Records,507040,1693593,1133986,18,48275,Yes,Unknown,11,12,Internal,Yes,686170,Into him wait each free already.
1623,ShopEase,Retail,Australia,2022-12-17,Malware,Third-party Vendor,Health Records,360452,3822007,910438,29,73246,No,No,65,19,External,Yes,142789,Executive movie source growth industry.
1624,EnergyCore,Energy,Brazil,2023-03-02,Data Breach,Cloud Misconfig,User Credentials,815304,174133,91213,12,69680,No,Unknown,84,12,External,Yes,15698,Finally agree finally hand.
1625,MediTech Global,Healthcare,Brazil,2021-04-02,Ransomware,Cloud Misconfig,Employee Records,147196,2442755,898558,26,78301,No,Unknown,93,23,External,No,997500,Chance candidate training property show window southern take.
1626,CodeVista,Tech,Japan,2025-07-11,Malware,Email,Financial Data,646509,83672,1618601,16,36564,Yes,No,44,13,Internal,No,557221,Hour floor we energy.
1627,BioGenix,Healthcare,India,2024-11-23,Phishing,Phishing Link,Financial Data,500836,1161287,1853395,16,2900,Yes,No,47,27,External,No,137560,Relate six partner lose cause discussion our.
1628,GreenVolt,Energy,UK,2023-10-03,Malware,Phishing Link,Financial Data,460623,1619803,198884,25,68268,No,Yes,14,13,Internal,Yes,857205,Table word program gun imagine manager situation.
1629,RoadRunner Logi,Logistics,Australia,2022-08-31,Phishing,Web App,Employee Records,822333,1500153,996175,30,77354,No,Unknown,82,5,External,No,902873,During mission sit smile rich.
1630,BrightMinds,Education,France,2021-07-10,Ransomware,Web App,Health Records,177011,1752872,1105368,18,24204,No,Yes,47,12,Internal,No,963037,None born sing information claim.
1631,BioGenix,Healthcare,Australia,2021-06-16,Credential Theft,Web App,Health Records,978822,2078465,1937079,10,51662,Yes,No,52,22,Internal,Yes,170781,Cause them team foot.
1632,BioGenix,Healthcare,India,2024-09-26,Credential Theft,Third-party Vendor,Health Records,46089,4365930,331303,5,23859,Yes,Yes,56,28,Internal,No,140832,Hot large chance about yeah bad dinner.
1633,Learnify,Education,Brazil,2024-09-17,Malware,Phishing Link,Employee Records,470560,2855381,1883747,11,50124,No,Yes,96,8,Internal,Yes,100903,New style nearly economy.
1634,Learnify,Education,Australia,2022-08-19,DDoS,USB Drive,Employee Records,592952,95468,164373,2,74890,No,Yes,72,15,External,Yes,72812,Consider prove bag serious memory focus appear.
1635,ConnectNow,Telecom,France,2020-11-05,Data Breach,Third-party Vendor,Financial Data,625252,1684261,1359885,25,15759,Yes,No,88,8,External,Yes,250643,Pm something camera ten and.
1636,Learnify,Education,Australia,2025-03-24,Credential Theft,Phishing Link,Customer Data,970900,2001673,1135955,7,65735,Yes,No,66,19,External,Yes,583186,Stuff image family degree.
1637,BrightMinds,Education,Singapore,2023-11-03,Phishing,Web App,Financial Data,13894,2423625,379311,10,40196,Yes,Yes,92,28,External,No,274817,Value president seem effect despite.
1638,GreenVolt,Energy,USA,2022-01-13,DDoS,Third-party Vendor,User Credentials,706804,2681521,1269181,16,70206,No,No,71,29,External,Yes,376360,Outside any work particularly actually plant process.
1639,FastMove,Logistics,UK,2024-11-01,Malware,Third-party Vendor,Employee Records,419333,89141,409097,30,97195,No,No,9,29,Internal,No,766486,Painting section main sell.
1640,LifeSure Health,Healthcare,India,2021-12-09,Credential Theft,Web App,User Credentials,34937,2036412,1810424,24,97072,No,Yes,25,6,External,Yes,208676,Thing risk participant country call pay theory else.
1641,UrbanCart,Retail,USA,2024-10-15,Phishing,USB Drive,User Credentials,276684,4457579,1042431,17,16548,Yes,Yes,66,6,Internal,No,750249,House politics produce officer health major.
1642,MediTech Global,Healthcare,Brazil,2023-03-21,Ransomware,Phishing Link,Financial Data,714058,4047976,1415562,13,39782,Yes,Yes,9,13,Internal,No,875983,Wish car my sing benefit often speak win.
1643,GreenVolt,Energy,Brazil,2023-12-10,DDoS,Phishing Link,Employee Records,478893,4481637,678887,20,75368,No,Yes,36,25,External,No,41154,Door sister husband most.
1644,HealTech,Healthcare,France,2020-07-17,Data Breach,Email,Health Records,722743,4287904,167829,23,46975,Yes,Yes,64,14,External,Yes,370858,Mention minute possible collection.
1645,TrustCapital,Finance,India,2022-08-01,Data Breach,Web App,User Credentials,353832,1293409,1808671,3,25990,No,Unknown,70,17,Internal,No,580578,Tell between fact process catch.
1646,UrbanCart,Retail,USA,2024-04-12,Malware,Phishing Link,Financial Data,185698,3851609,955764,6,3930,No,Yes,22,3,External,No,308226,Almost trial environment.
1647,TrackSwift,Logistics,France,2022-01-30,DDoS,Email,Health Records,332460,2356459,307075,3,76177,Yes,Unknown,13,17,External,Yes,585607,Save book together others north painting talk.
1648,TrackSwift,Logistics,Australia,2024-06-04,Data Breach,Email,Financial Data,321641,4085052,113502,7,96791,No,Yes,41,14,External,No,532136,Sing a real last city.
1649,SafePay Group,Finance,Singapore,2023-10-12,Malware,Third-party Vendor,User Credentials,205394,1154686,668326,6,34317,Yes,Yes,69,23,External,No,968624,Region say light several peace each true control.
1650,NovaBank,Finance,India,2022-06-28,DDoS,Email,Employee Records,414888,1224036,758828,12,21179,Yes,No,78,9,Internal,Yes,833956,Behavior top feel score with rich onto air.
1651,LifeSure Health,Healthcare,India,2022-11-20,Ransomware,Cloud Misconfig,Employee Records,161097,3812510,619489,15,13820,No,Yes,75,22,Internal,No,865452,Month quality arm improve until.
1652,HealTech,Healthcare,Germany,2021-12-06,Malware,Cloud Misconfig,Customer Data,159253,359080,375597,21,64170,No,Unknown,22,10,Internal,Yes,411450,Production carry feeling per.
1653,BioGenix,Healthcare,Canada,2020-07-18,Credential Theft,USB Drive,User Credentials,265555,2188497,1457336,15,44687,No,No,47,17,External,No,596788,Shake against end represent soon fight house.
1654,TrustCapital,Finance,USA,2021-01-20,Malware,Phishing Link,User Credentials,982697,4701659,325178,15,49377,Yes,No,23,17,Internal,Yes,757682,Rock recent often officer capital have environment.
1655,RoadRunner Logi,Logistics,Japan,2022-10-07,DDoS,Third-party Vendor,Health Records,19592,1792628,143757,4,15900,No,No,46,28,External,Yes,626755,Claim machine successful.
1656,UrbanCart,Retail,Brazil,2024-12-03,DDoS,Cloud Misconfig,Financial Data,580416,4428534,1892558,9,77879,No,Unknown,96,21,External,Yes,499610,True whatever lead rule least money American.
1657,OpenCampus,Education,Canada,2022-12-21,DDoS,USB Drive,Employee Records,586348,1469865,372404,11,51491,Yes,Unknown,28,9,External,No,860338,Artist major church thus camera can.
1658,Learnify,Education,Germany,2025-04-21,Phishing,Phishing Link,Financial Data,982139,107937,1463702,20,62155,Yes,Unknown,99,9,Internal,Yes,654562,West worker record evidence try rule laugh.
1659,CodeVista,Tech,Canada,2025-04-04,Ransomware,USB Drive,Customer Data,909382,1504921,1379840,9,79276,Yes,No,28,13,External,No,704638,Hot upon way set.
1660,SafePay Group,Finance,Germany,2025-01-02,DDoS,Email,Customer Data,879991,4603073,1070088,23,3013,Yes,Yes,57,12,Internal,Yes,459505,Wide tax eight analysis each recognize.
1661,TrackSwift,Logistics,Australia,2022-08-29,Credential Theft,Web App,Financial Data,712106,4471749,513921,8,66410,Yes,Unknown,97,19,Internal,Yes,461364,History such couple interest tonight.
1662,HealTech,Healthcare,Japan,2023-12-06,Data Breach,Third-party Vendor,Customer Data,408215,1037373,785934,19,60943,Yes,Yes,27,2,External,Yes,175515,Role decision along simple though view four be.
1663,LifeSure Health,Healthcare,Australia,2021-08-06,Data Breach,USB Drive,Financial Data,960986,570081,1012474,21,35899,No,Yes,87,26,External,No,800038,Best exactly father show.
1664,GreenVolt,Energy,Canada,2020-10-11,Credential Theft,Web App,Employee Records,675626,153969,749692,25,9243,Yes,Yes,8,26,Internal,No,325369,Whole about figure agreement coach.
1665,GreenVolt,Energy,USA,2022-12-28,Ransomware,Cloud Misconfig,Customer Data,49506,3203480,1927787,10,11251,Yes,Yes,30,25,External,Yes,66149,Million indicate central whom you huge tough run.
1666,TrackSwift,Logistics,Australia,2024-07-20,Malware,Web App,Employee Records,183072,1624631,1677493,18,93399,No,Yes,50,30,Internal,No,824586,Customer whatever effect fast billion.
1667,CloudForge,Tech,France,2022-01-01,Credential Theft,Cloud Misconfig,Customer Data,682771,1391560,173414,19,1600,No,Yes,56,26,External,No,232188,Indicate social medical measure magazine.
1668,MegaMart,Retail,Germany,2024-10-27,Data Breach,Email,Financial Data,47843,300318,1721045,8,64656,No,Unknown,72,24,External,No,618958,Different watch board a development.
1669,ShopEase,Retail,Japan,2023-09-27,Malware,Third-party Vendor,User Credentials,474247,3550631,631019,23,57829,Yes,Yes,99,19,Internal,Yes,113612,Yeah whether manage ok share player.
1670,CodeVista,Tech,Brazil,2024-12-03,Phishing,Web App,Health Records,213432,2878512,1552497,17,46430,No,No,5,22,External,No,640196,Result key sit century.
1671,SkillBridge,Education,France,2021-08-09,Phishing,Cloud Misconfig,Health Records,508143,497308,1195765,1,63763,Yes,Yes,50,18,External,No,828901,Anyone other serve theory generation.
1672,EduFuture,Education,UK,2022-04-19,Malware,USB Drive,Health Records,34337,1840571,372298,6,7614,Yes,No,10,12,External,Yes,184070,Tell conference bank sell authority student.
1673,CodeVista,Tech,Brazil,2024-09-19,Data Breach,Email,Employee Records,233592,4929008,409459,18,72687,No,No,73,19,Internal,Yes,421943,Build couple brother political hit.
1674,CodeVista,Tech,Canada,2023-08-25,Ransomware,Cloud Misconfig,Financial Data,986327,4940952,1507838,18,65581,Yes,Unknown,66,9,External,No,219625,Hear pick nothing image reflect dog husband voice.
1675,TrustCapital,Finance,India,2020-12-02,DDoS,Third-party Vendor,Customer Data,47488,528843,944601,7,34053,Yes,Yes,17,19,Internal,Yes,91480,Window mother industry whom science establish.
1676,TrustCapital,Finance,USA,2021-07-07,DDoS,Third-party Vendor,Health Records,370418,3794556,355727,19,49379,No,Yes,32,14,Internal,Yes,725048,Summer long employee participant grow song.
1677,CloudForge,Tech,India,2024-04-21,Credential Theft,Web App,Customer Data,621306,1543010,597880,7,40836,Yes,No,41,27,External,No,816409,Cup draw play else baby most.
1678,MediTech Global,Healthcare,UK,2022-08-15,Credential Theft,Email,Customer Data,651516,3944845,1721571,20,53083,Yes,Unknown,92,30,Internal,No,936667,Article could carry thing.
1679,CargoXpress,Logistics,Japan,2021-04-23,Data Breach,Email,Employee Records,740592,4642365,288702,10,99371,Yes,Yes,80,8,External,Yes,961600,Fire factor try put despite real.
1680,EduFuture,Education,USA,2024-10-12,Credential Theft,Cloud Misconfig,Health Records,677001,1598401,1421198,2,19984,Yes,No,59,6,External,No,485467,In new significant among.
1681,FastMove,Logistics,USA,2020-08-22,Malware,Cloud Misconfig,Financial Data,855333,1735235,1254121,3,80325,No,Yes,13,6,Internal,Yes,247363,Job child story drug.
1682,NovaBank,Finance,Australia,2025-02-25,Ransomware,Cloud Misconfig,Employee Records,979545,1170326,1599141,18,17676,Yes,Unknown,15,4,External,No,106990,Commercial feeling education not current term send.
1683,SafePay Group,Finance,Germany,2024-12-25,Ransomware,Email,Health Records,73497,3987241,1147446,17,3545,No,No,3,25,External,Yes,133085,More important similar measure light.
1684,TrustCapital,Finance,Canada,2022-04-21,DDoS,Cloud Misconfig,Financial Data,511163,1039146,1293896,10,86660,No,Yes,10,9,Internal,No,274511,Writer decision or ball.
1685,MegaMart,Retail,Canada,2024-02-15,Malware,Email,Customer Data,957955,4012517,409757,27,76455,Yes,No,34,2,Internal,Yes,800808,Moment land billion newspaper.
1686,ConnectNow,Telecom,Germany,2022-03-26,Data Breach,Third-party Vendor,Employee Records,579082,3390749,1180580,24,83313,No,Unknown,50,29,Internal,Yes,165080,Fly show price investment appear after leave.
1687,MegaMart,Retail,Canada,2021-12-31,Phishing,Cloud Misconfig,Financial Data,733125,3855848,782517,16,76105,Yes,Yes,43,10,Internal,No,105877,Could condition go feel require million certain.
1688,LifeSure Health,Healthcare,Japan,2022-04-09,Credential Theft,Email,Employee Records,386573,747145,1566796,2,77655,No,Yes,54,25,Internal,Yes,158405,Fill son clear level.
1689,CargoXpress,Logistics,Australia,2021-01-12,Ransomware,USB Drive,Financial Data,205693,375785,1419470,27,67008,No,No,38,26,External,Yes,917508,Through often bad more cell.
1690,BrightMinds,Education,Germany,2023-04-26,DDoS,Email,User Credentials,966382,3439461,570766,3,7257,No,Unknown,20,8,Internal,Yes,320409,Natural entire thousand service food explain meet.
1691,TrustCapital,Finance,UK,2025-03-06,Phishing,Third-party Vendor,Financial Data,802632,2908801,606187,19,91460,No,Yes,27,1,External,No,86683,Bar media seem read spend particular close.
1692,MegaMart,Retail,Brazil,2021-05-14,DDoS,Web App,Health Records,576490,167530,1528947,16,91979,Yes,Unknown,95,5,Internal,Yes,11230,Do trip three certain area.
1693,RoadRunner Logi,Logistics,Singapore,2024-03-25,Phishing,USB Drive,Health Records,718777,1457056,962066,30,21271,Yes,Yes,17,17,Internal,No,480809,Interview baby dinner.
1694,TrustCapital,Finance,France,2024-04-16,Data Breach,USB Drive,Customer Data,471972,74954,1667720,7,31473,No,Yes,57,5,External,Yes,392564,Sometimes kid hear data debate anyone event.
1695,AxisWealth,Finance,France,2023-04-16,Malware,Cloud Misconfig,Health Records,35636,4443173,790690,10,78548,No,No,73,27,External,No,539135,Apply nice notice agency should indeed right lay.
1696,MediTech Global,Healthcare,Germany,2023-07-17,Ransomware,Phishing Link,Employee Records,794754,3816340,722070,22,33244,No,Unknown,49,25,External,Yes,282991,Similar girl similar half back audience camera.
1697,FastMove,Logistics,Brazil,2024-11-05,Ransomware,Email,User Credentials,234178,4478955,37338,13,78864,No,No,17,12,Internal,Yes,505705,Rate amount your already pull.
1698,UrbanCart,Retail,France,2024-02-27,Phishing,Phishing Link,User Credentials,235007,507238,1254839,25,88712,No,Yes,9,20,Internal,No,734643,Budget those head.
1699,SkillBridge,Education,Australia,2024-04-17,Phishing,Cloud Misconfig,Customer Data,354562,1977499,1416069,12,89682,Yes,Unknown,5,24,External,Yes,484310,Attorney how race they.
1700,HealTech,Healthcare,India,2023-12-13,Data Breach,Email,Health Records,588647,3403936,1748331,18,39018,Yes,Yes,54,6,External,Yes,161005,Wife kid good receive together.
1701,AxisWealth,Finance,France,2022-05-14,Malware,Cloud Misconfig,Financial Data,525744,1164290,1363199,8,14926,No,Yes,68,3,External,Yes,937160,Leg movie sister.
1702,ShopEase,Retail,USA,2024-04-09,Phishing,Email,User Credentials,303487,3208385,304674,30,25244,Yes,Yes,99,28,Internal,No,708167,Notice design now and.
